date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:53:28	100361/100361	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:27%20GMT	https://tweem.com/detalle-noticia/dynacontent/7-razones-para-una-gestion-digital-de-permisos-y-vacaciones-en-la-nube.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/7-razones-para-una-gestion-digital-de-permisos-y-vacaciones-en-la-nube.html	(from https://tweem.com/home-blog)
10:53:29	99847/99847	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:28%20GMT	https://tweem.com/detalle-noticia/dynacontent/nueva-funcionalidad-de-comunicacion-interna-llega-a-tweem-los-canales-de-chat-.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/nueva-funcionalidad-de-comunicacion-interna-llega-a-tweem-los-canales-de-chat-.html	(from https://tweem.com/home-blog)
10:53:30	98952/98952	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:28%20GMT	https://tweem.com/detalle-noticia/dynacontent/reskilling-y-upskilling-formacion-corporativa-en-la-era-de-la-transformacion-digital.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/reskilling-y-upskilling-formacion-corporativa-en-la-era-de-la-transformacion-digital.html	(from https://tweem.com/home-blog)
10:53:30	100114/100114	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:29%20GMT	https://tweem.com/detalle-noticia/dynacontent/impulsa-el-area-de-rrhh-con-una-aplicacion-de-gestion-de-documentos.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/impulsa-el-area-de-rrhh-con-una-aplicacion-de-gestion-de-documentos.html	(from https://tweem.com/home-blog)
10:53:31	99961/99961	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:30%20GMT	https://tweem.com/detalle-noticia/dynacontent/como-elegir-software-y-maquinas-para-fichar-en-el-trabajo.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/como-elegir-software-y-maquinas-para-fichar-en-el-trabajo.html	(from https://tweem.com/home-blog)
10:53:31	95353/95353	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:30%20GMT	https://tweem.com/detalle-noticia/dynacontent/nueva-actualizacion-del-procedimiento-actuacion-servicios-de-prl-frente-al-covid-19.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/nueva-actualizacion-del-procedimiento-actuacion-servicios-de-prl-frente-al-covid-19.html	(from https://tweem.com/home-blog)
10:53:32	99755/99755	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:31%20GMT	https://tweem.com/detalle-noticia/dynacontent/ofrece-a-tus-empleados-una-app-para-enviar-solicitudes-a-recursos-humanos.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/ofrece-a-tus-empleados-una-app-para-enviar-solicitudes-a-recursos-humanos.html	(from https://tweem.com/home-blog)
10:53:33	101530/101530	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:31%20GMT	https://tweem.com/detalle-noticia/dynacontent/por-que-las-empresas-eligen-las-aplicaciones-de-comunicaci-n-interna-.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/por-que-las-empresas-eligen-las-aplicaciones-de-comunicaci-n-interna-.html	(from https://tweem.com/home-blog)
10:53:33	98149/98149	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:32%20GMT	https://tweem.com/detalle-noticia/dynacontent/ventajas-de-llevar-un-control-horario-por-proyectos-en-la-empresa.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/ventajas-de-llevar-un-control-horario-por-proyectos-en-la-empresa.html	(from https://tweem.com/home-blog)
10:53:34	98964/98964	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:33%20GMT	https://tweem.com/detalle-noticia/dynacontent/aclarando-dudas-frecuentes-sobre-el-registro-de-jornada-laboral.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/aclarando-dudas-frecuentes-sobre-el-registro-de-jornada-laboral.html	(from https://tweem.com/home-blog)
10:53:34	98514/98514	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:33%20GMT	https://tweem.com/detalle-noticia/dynacontent/necesitas-un-programa-de-gestion-de-vacaciones-online.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/necesitas-un-programa-de-gestion-de-vacaciones-online.html	(from https://tweem.com/home-blog)
10:53:35	99733/99733	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:33%20GMT	https://tweem.com/detalle-noticia/dynacontent/8-funciones-imprescindibles-de-un-software-de-recursos-humanos-online.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/8-funciones-imprescindibles-de-un-software-de-recursos-humanos-online.html	(from https://tweem.com/home-blog)
10:53:35	98187/98187	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:34%20GMT	https://tweem.com/detalle-noticia/dynacontent/como-elegir-el-mejor-software-de-control-de-asistencia.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/como-elegir-el-mejor-software-de-control-de-asistencia.html	(from https://tweem.com/home-blog)
10:53:36	96361/96361	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:34%20GMT	https://tweem.com/detalle-noticia/dynacontent/descubre-tweem---portal-del-empleado-mediante-una-demo-personalizada.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/descubre-tweem---portal-del-empleado-mediante-una-demo-personalizada.html	(from https://tweem.com/home-blog)
10:53:36	97447/97447	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:35%20GMT	https://tweem.com/detalle-noticia/dynacontent/implanta-una-aplicacion-de-firma-de-documentos-para-recursos-humanos.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/implanta-una-aplicacion-de-firma-de-documentos-para-recursos-humanos.html	(from https://tweem.com/home-blog)
10:53:37	100658/100658	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:35%20GMT	https://tweem.com/detalle-noticia/dynacontent/conoce-nuestro-top-5-estos-son-nuestros-5-post-sobre-recursos-humanos-mas-leidos-de-2020.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/conoce-nuestro-top-5-estos-son-nuestros-5-post-sobre-recursos-humanos-mas-leidos-de-2020.html	(from https://tweem.com/home-blog)
10:53:37	99579/99579	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:36%20GMT	https://tweem.com/detalle-noticia/dynacontent/5-beneficios-de-una-app-para-gestion-de-documentos-de-recursos-humanos.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/5-beneficios-de-una-app-para-gestion-de-documentos-de-recursos-humanos.html	(from https://tweem.com/home-blog)
10:53:38	101024/101024	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:36%20GMT	https://tweem.com/detalle-noticia/dynacontent/10-pasos-para-mejorar-la-comunicacion-interna-entre-diferentes-departamentos-.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/10-pasos-para-mejorar-la-comunicacion-interna-entre-diferentes-departamentos-.html	(from https://tweem.com/home-blog)
10:53:38	98508/98508	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:37%20GMT	https://tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-2021-de-espana-por-provincias-con-festivos-nacionales-y-regionales.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-2021-de-espana-por-provincias-con-festivos-nacionales-y-regionales.html	(from https://tweem.com/home-blog)
10:53:39	101486/101486	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:37%20GMT	https://tweem.com/detalle-noticia/dynacontent/10-razones-para-implantar-un-portal-del-empleado-en-la-nube.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/10-razones-para-implantar-un-portal-del-empleado-en-la-nube.html	(from https://tweem.com/home-blog)
10:53:39	95716/95716	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:38%20GMT	https://tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-madrid-2021-con-festivos-y-por-semanas.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-madrid-2021-con-festivos-y-por-semanas.html	(from https://tweem.com/home-blog)
10:53:40	100269/100269	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:38%20GMT	https://tweem.com/detalle-noticia/dynacontent/tendencias-de-trabajo-post-covid-digitalizacion-de-los-rrhh.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/tendencias-de-trabajo-post-covid-digitalizacion-de-los-rrhh.html	(from https://tweem.com/home-blog)
10:53:40	95637/95637	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:39%20GMT	https://tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-valencia-2021-con-festivos-y-por-semanas.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-valencia-2021-con-festivos-y-por-semanas.html	(from https://tweem.com/home-blog)
10:53:41	98950/98950	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:39%20GMT	https://tweem.com/detalle-noticia/dynacontent/gestion-digital-de-los-equipos-de-proteccion-individual-epis-en-el-portal-del-empleado-ahorro-de-tiempo-y-dinero.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/gestion-digital-de-los-equipos-de-proteccion-individual-epis-en-el-portal-del-empleado-ahorro-de-tiempo-y-dinero.html	(from https://tweem.com/home-blog)
10:53:41	98193/98193	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:40%20GMT	https://tweem.com/detalle-noticia/dynacontent/las-7-cualidades-del-candidato-perfecto-para-realizar-teletrabajo.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/las-7-cualidades-del-candidato-perfecto-para-realizar-teletrabajo.html	(from https://tweem.com/home-blog)
10:53:41	97643/97643	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:40%20GMT	https://tweem.com/detalle-noticia/dynacontent/aclarando-dudas-sobre-la-geolocalizacion-en-una-app-de-registro-de-la-jornada..html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/aclarando-dudas-sobre-la-geolocalizacion-en-una-app-de-registro-de-la-jornada..html	(from https://tweem.com/home-blog)
10:53:42	96567/96567	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:41%20GMT	https://tweem.com/detalle-noticia/dynacontent/obligacion-del-registro-de-la-jornada-laboral-y-de-las-horas-extraordinarias.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/obligacion-del-registro-de-la-jornada-laboral-y-de-las-horas-extraordinarias.html	(from https://tweem.com/home-blog)
10:53:42	93736/93736	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:41%20GMT	https://tweem.com/detalle-noticia/dynacontent/consigue-tu-ebook-guia-definitiva-para-teletrabajo.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/consigue-tu-ebook-guia-definitiva-para-teletrabajo.html	(from https://tweem.com/home-blog)
10:53:43	98415/98415	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:42%20GMT	https://tweem.com/detalle-noticia/dynacontent/tweem-la-solucion-para-control-horario-tambien-en-modalidad-de-teletrabajo-o-semipresencial.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/tweem-la-solucion-para-control-horario-tambien-en-modalidad-de-teletrabajo-o-semipresencial.html	(from https://tweem.com/home-blog)
10:53:43	98325/98325	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:42%20GMT	https://tweem.com/detalle-noticia/dynacontent/consigue-una-cultura-de-feedback-correcto-en-la-comunicaci-n-interna-de-tu-empresa.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/consigue-una-cultura-de-feedback-correcto-en-la-comunicaci-n-interna-de-tu-empresa.html	(from https://tweem.com/home-blog)
10:53:44	97547/97547	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:42%20GMT	https://tweem.com/detalle-noticia/dynacontent/ventajas-y-consejos-para-realizar-una-entrevista-mediante-videollamada-reclutamiento-digital.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/ventajas-y-consejos-para-realizar-una-entrevista-mediante-videollamada-reclutamiento-digital.html	(from https://tweem.com/home-blog)
10:53:44	96396/96396	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:43%20GMT	https://tweem.com/detalle-noticia/dynacontent/tu-empresa-es-flexible-5-tips-para-saber-si-tu-empresa-es-flexible-en-la-relacion-con-sus-empleados.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/tu-empresa-es-flexible-5-tips-para-saber-si-tu-empresa-es-flexible-en-la-relacion-con-sus-empleados.html	(from https://tweem.com/home-blog)
10:53:45	97232/97232	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:43%20GMT	https://tweem.com/detalle-noticia/dynacontent/la-vuelta-a-las-oficinas-sera-hibrida-presencial-y-teletrabajo-para-muchas-empresas.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/la-vuelta-a-las-oficinas-sera-hibrida-presencial-y-teletrabajo-para-muchas-empresas.html	(from https://tweem.com/home-blog)
10:53:46	100004/100004	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:44%20GMT	https://tweem.com/detalle-noticia/dynacontent/buenas-practicas-de-salud-y-medidas-preventivas-frente-a-los-riesgos-del-teletrabajo-parte-ii.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/buenas-practicas-de-salud-y-medidas-preventivas-frente-a-los-riesgos-del-teletrabajo-parte-ii.html	(from https://tweem.com/home-blog)
10:53:46	100943/100943	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:45%20GMT	https://tweem.com/detalle-noticia/dynacontent/buenas-practicas-de-salud-y-medidas-preventivas-frente-a-los-riesgos-del-teletrabajo-parte-i.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/buenas-practicas-de-salud-y-medidas-preventivas-frente-a-los-riesgos-del-teletrabajo-parte-i.html	(from https://tweem.com/home-blog)
10:53:47	98101/98101	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:45%20GMT	https://tweem.com/detalle-noticia/dynacontent/como-superar-los-obstaculos-del-trabajo-en-remoto.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/como-superar-los-obstaculos-del-trabajo-en-remoto.html	(from https://tweem.com/home-blog)
10:53:48	101843/101843	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:46%20GMT	https://tweem.com/detalle-noticia/dynacontent/15-consejos-para-liderar-y-coordinar-equipos-en-remoto.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/15-consejos-para-liderar-y-coordinar-equipos-en-remoto.html	(from https://tweem.com/home-blog)
10:53:48	96700/96700	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:47%20GMT	https://tweem.com/detalle-noticia/dynacontent/7-consejos-para-lograr-una-comunicacion-interna-eficaz-.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/7-consejos-para-lograr-una-comunicacion-interna-eficaz-.html	(from https://tweem.com/home-blog)
10:53:49	96653/96653	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:48%20GMT	https://tweem.com/detalle-noticia/dynacontent/que-es-un-portal-del-empleado.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/que-es-un-portal-del-empleado.html	(from https://tweem.com/home-blog)
10:53:50	96277/96277	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:48%20GMT	https://tweem.com/detalle-noticia/dynacontent/novedad-en-tweem-informe-360-del-trabajador.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/novedad-en-tweem-informe-360-del-trabajador.html	(from https://tweem.com/home-blog)
10:53:50	100098/100098	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:49%20GMT	https://tweem.com/detalle-noticia/dynacontent/6-preguntas-para-hacer-antes-de-seleccionar-un-portal-del-empleado.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/6-preguntas-para-hacer-antes-de-seleccionar-un-portal-del-empleado.html	(from https://tweem.com/home-blog)
10:53:51	93876/93876	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:50%20GMT	https://tweem.com/detalle-noticia/dynacontent/estrenamos-nueva-seccion-academy-de-tweem-y-canal-de-youtube.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/estrenamos-nueva-seccion-academy-de-tweem-y-canal-de-youtube.html	(from https://tweem.com/home-blog)
10:53:52	96930/96930	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:50%20GMT	https://tweem.com/detalle-noticia/dynacontent/app-de-solicitud-de-dietas-para-viajes.-solicita-tus-gastos-de-viaje-desde-tu-movil.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/app-de-solicitud-de-dietas-para-viajes.-solicita-tus-gastos-de-viaje-desde-tu-movil.html	(from https://tweem.com/home-blog)
10:53:52	98484/98484	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:51%20GMT	https://tweem.com/detalle-noticia/dynacontent/como-elegir-el-mejor-software-de-control-de-vacaciones.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/como-elegir-el-mejor-software-de-control-de-vacaciones.html	(from https://tweem.com/home-blog)
10:53:52	98675/98675	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:51%20GMT	https://tweem.com/detalle-noticia/dynacontent/procedimiento-de-actuacion-para-los-servicios-de-prevencion-de-riesgos-laborales-frente-a-la-exposicion-al-coronavirus.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/procedimiento-de-actuacion-para-los-servicios-de-prevencion-de-riesgos-laborales-frente-a-la-exposicion-al-coronavirus.html	(from https://tweem.com/home-blog)
10:53:53	97336/97336	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:52%20GMT	https://tweem.com/detalle-noticia/dynacontent/gestiona-los-documentos-de-recursos-humanos-de-la-empresa-de-forma-centralizada-y-digitalizada.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/gestiona-los-documentos-de-recursos-humanos-de-la-empresa-de-forma-centralizada-y-digitalizada.html	(from https://tweem.com/home-blog)
10:53:53	99736/99736	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:52%20GMT	https://tweem.com/detalle-noticia/dynacontent/10-consejos-para-ser-mas-productivo-en-modalidad-teletrabajo.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/10-consejos-para-ser-mas-productivo-en-modalidad-teletrabajo.html	(from https://tweem.com/home-blog)
10:53:54	100662/100662	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:53%20GMT	https://tweem.com/detalle-noticia/dynacontent/coronavirus-y-teletrabajo-como-influye-en-el-registro-horario-en-las-empresas.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/coronavirus-y-teletrabajo-como-influye-en-el-registro-horario-en-las-empresas.html	(from https://tweem.com/home-blog)
10:53:55	100141/100141	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:53%20GMT	https://tweem.com/detalle-noticia/dynacontent/la-nueva-normalidad-llega-a-las-empresas-en-forma-de-teletrabajo-y-flexibilidad-horaria.-reglas-para-ganar-en-productividad-y-crecer-despues-del-covid-19.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/la-nueva-normalidad-llega-a-las-empresas-en-forma-de-teletrabajo-y-flexibilidad-horaria.-reglas-para-ganar-en-productividad-y-crecer-despues-del-covid-19.1	(from https://tweem.com/home-blog)
10:53:56	99168/99168	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:54%20GMT	https://tweem.com/detalle-noticia/dynacontent/covid-19-convierte-el-area-de-recursos-humanos-en-la-mas-importante-para-la-sostenibilidad.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/covid-19-convierte-el-area-de-recursos-humanos-en-la-mas-importante-para-la-sostenibilidad.html	(from https://tweem.com/home-blog)
10:53:57	97948/97948	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:55%20GMT	https://tweem.com/detalle-noticia/dynacontent/7-consejos-para-elegir-tu-software-de-recursos-humanos..html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/7-consejos-para-elegir-tu-software-de-recursos-humanos..html	(from https://tweem.com/home-blog)
10:53:57	101220/101220	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:56%20GMT	https://tweem.com/detalle-noticia/dynacontent/ayudas-digitaliza-comunidad-valenciana-para-teletrabajo.-tweem-como-solucion-para-la-digitalizacion-de-las-pymes.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/ayudas-digitaliza-comunidad-valenciana-para-teletrabajo.-tweem-como-solucion-para-la-digitalizacion-de-las-pymes.html	(from https://tweem.com/home-blog)
10:53:58	98640/98640	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:57%20GMT	https://tweem.com/detalle-noticia/dynacontent/8-maneras-de-evitar-que-olviden-fichar-tus-empleados-en-el-sistema-de-control-horario.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/8-maneras-de-evitar-que-olviden-fichar-tus-empleados-en-el-sistema-de-control-horario.html	(from https://tweem.com/home-blog)
10:53:59	101314/101314	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:57%20GMT	https://tweem.com/detalle-noticia/dynacontent/como-mantener-la-comunicacion-interna-con-tu-equipo-en-modalidad-teletrabajo.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/como-mantener-la-comunicacion-interna-con-tu-equipo-en-modalidad-teletrabajo.html	(from https://tweem.com/home-blog)
10:53:59	98663/98663	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:58%20GMT	https://tweem.com/detalle-noticia/dynacontent/7-tips-para-implantar-el-teletrabajo-en-tu-empresa-de-una-forma-rapida-y-sencilla.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/7-tips-para-implantar-el-teletrabajo-en-tu-empresa-de-una-forma-rapida-y-sencilla.html	(from https://tweem.com/home-blog)
10:54:00	100877/100877	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:53:59%20GMT	https://tweem.com/detalle-noticia/dynacontent/obten-la-guia-de-buenas-practicas-en-los-centros-de-trabajo-frente-al-covid-19-del-gobierno-de-espana.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/obten-la-guia-de-buenas-practicas-en-los-centros-de-trabajo-frente-al-covid-19-del-gobierno-de-espana.html	(from https://tweem.com/home-blog)
10:54:01	94593/94593	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:54:00%20GMT	https://tweem.com/detalle-noticia/dynacontent/-tweem-participa-en-la-iniciativa-acelera-pyme-de-red.es-como-solucion-para-teletrabajo.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/-tweem-participa-en-la-iniciativa-acelera-pyme-de-red.es-como-solucion-para-teletrabajo.html	(from https://tweem.com/home-blog)
10:54:02	99191/99191	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:54:00%20GMT	https://tweem.com/detalle-noticia/dynacontent/beneficios-teletrajo-en-empresas.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/beneficios-teletrajo-en-empresas.html	(from https://tweem.com/home-blog)
10:54:02	100295/100295	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:54:01%20GMT	https://tweem.com/detalle-noticia/dynacontent/informaci-n-relevante-para-empresas-de-reales-decretos--convocatorias-y-resoluciones-por-coronavirus..html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/informaci-n-relevante-para-empresas-de-reales-decretos--convocatorias-y-resoluciones-por-coronavirus..html	(from https://tweem.com/home-blog)
10:54:03	93903/93903	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:54:02%20GMT	https://tweem.com/detalle-noticia/dynacontent/modelo-oficial-para-descargable-para-los-trabajadores-que-continuan-trabajando-y-necesitan-un-justificante.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/modelo-oficial-para-descargable-para-los-trabajadores-que-continuan-trabajando-y-necesitan-un-justificante.html	(from https://tweem.com/home-blog)
